Clan,Escudo,Puesto,Nombre,Trofeos,Donaciones,Rol;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#29,wellington,5292,48,Colíder;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#30,N3XT,5233,170,Colíder;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#31,Sir Angelus,5213,558,Veterano;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#32,FairRxX,5207,159,Veterano;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#33,ELCHAMUCO,5201,800,Colíder;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#34,⚡KuroKaid⚡,5200,142,Miembro;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#35,ElProGeymerGG,5186,0,Miembro;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#36,CHO,5132,186,Veterano;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#37,cYb3r,5113,248,Miembro;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#38,by_erickxx,5112,112,Veterano;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#39,Jean,5035,0,Miembro;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#40,AKILES,5029,405,Miembro;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#41,LORD FRANK,5016,172,Veterano;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#42,Fredhii,5001,748,Veterano;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#43,bolin,4973,812,Miembro;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#44,Ismael,4930,116,Veterano;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#45,<<<GANNICUS>>>,4929,351,Miembro;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#46,Xezkot ®,4917,377,Miembro;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#47,Parra11,4913,122,Veterano;
Jimx Soldiers,https://statsroyale.com/images/clanwars/16000167_magical.png,#48,Burrielito,4902,476,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#1,Captain Kirk,6423,824,Líder;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#2,66,6126,1081,Colíder;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#3,leon der große,6003,170,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#4,Hunter X Hunter,5954,140,Colíder;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#5,长门有希,5929,50,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#6,骷髅王子,5883,10,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#7,W月,5838,694,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#8,hunter,5821,1326,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#9,G Tigers 尨,5814,212,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#10,喵喵星人,5748,50,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#11,四斋蒸鹅心,5742,0,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#12,里斯本 木头,5730,700,Colíder;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#13,美丽的xueting,5665,1088,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#14,Ai景萱诗语,5622,230,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#15,逗鱼丸,5559,1251,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#16,血染夕阳,5552,212,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#17,伍业雄,5542,0,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#18,KING,5507,486,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#19,Beatbox,5490,0,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#20,H.x.liang,5461,731,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#21,梗f,5459,164,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#22,Berlin,5451,1282,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#23,建筑讨伐者,5433,58,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#24,Feudora,5425,482,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#25,Arthur,5410,239,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#26,行吟人,5404,26,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#27,leeLu,5366,609,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#28,999九鸟俊,5364,381,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#29,mao mao shi ne,5355,65,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#30,{Qinny},5354,1606,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#31,朱古力,5353,644,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#32,雨神,5345,114,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#33,长颈鹿大王！,5318,86,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#34,Kinbear,5277,0,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#35,斞噩,5249,58,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#36,狙击手85,5246,311,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#37,屁屁轩,5234,232,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#38,jill,5231,787,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#39,Frankie Shen,5213,188,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#40,Jayson,5208,1134,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#41,Chris K,5153,298,Colíder;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#42,Monete,5099,433,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#43,闷声儿拉大翔,4905,238,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#44,战神,4845,136,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#45,miao,4057,360,Veterano;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#46,Olalala47,3879,10,Miembro;
X-Fun,https://statsroyale.com/images/clanwars/16000158_magical.png,#47,Reeps One,3421,0,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#1,허니버터꿀잼,6224,242,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#2,lonnie,6220,926,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#3,아이오아이전소미♡,6135,1254,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#4,김수현,6077,604,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#5,스이바,5985,36,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#6,루달,5952,1100,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#7,SMARTLIFE,5920,810,Colíder;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#8,NdieJH,5877,430,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#9,컴온컴온쌔큇,5833,460,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#10,참이슬,5818,1091,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#11,Black swan,5815,154,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#12,Enpiel,5709,248,Líder;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#13,happysmile,5665,414,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#14,샤샤샤,5652,656,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#15,june,5641,124,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#16,법덕후,5626,420,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#17,발업질럿,5589,82,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#18,히익?,5555,140,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#19,천지신명,5529,216,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#20,밤사,5521,342,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#21,존슨,5474,706,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#22,초코스누피,5468,1154,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#23,Sniper,5409,400,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#24,Twilight,5405,570,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#25,쩡욱,5400,118,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#26,money1020,5384,208,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#27,RAKE,5373,10,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#28,야메떼,5360,793,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#29,Berry,5339,363,Colíder;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#30,전설,5333,78,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#31,뉴뉵이,5274,138,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#32,Summit,5264,154,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#33,푸쌤,5261,386,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#34,니아비달,5232,1608,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#35,FOREVER,5211,690,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#36,잠수함,5185,272,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#37,양상모,5180,972,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#38,MIN,5139,341,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#39,나?흰둥ㅋ,5120,378,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#40,황혼의전도사,5104,300,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#41,로크,5064,28,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#42,Zeke,5062,223,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#43,쥬농,5040,164,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#44,치즈볼,5001,150,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#45,moon어,4943,790,Colíder;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#46,니얼굴,4773,150,Miembro;
Pivots Family,https://statsroyale.com/images/clanwars/16000109_magical.png,#47,미노,4001,0,Miembro;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#1,علاء.✌,6402,0,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#2,Al-Soufi,6140,274,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#3,ABU-ALWALEED,6100,48,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#4,biso,5834,0,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#5,ATIEH ABU THEEB,5826,140,Líder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#6,THË MØÑSTÊR,5821,36,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#7,Azoz,5815,355,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#8,|-4ChoNe-||,5804,144,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#9,Epiosen,5707,96,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#10,Ahmad bzour,5655,126,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#11,Tevo0o,5627,351,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#12,ZeeD HameD,5566,260,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#13,mohamad sd,5563,399,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#14,ASIM,5562,0,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#15,x_MIGHTY MASHAL,5562,8,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#16,Ãläa..✌️,5537,310,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#17,AböØđ,5529,788,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#18,issam™,5522,187,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#19,{✌M.molham.M✌},5516,202,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#20,♥لادقاني ياخال♥,5510,196,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#21,AbO JaMaL …>>,5500,264,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#22,传奇Farok™,5498,180,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#23,بّےـ ـرهےـِوٌمِ,5420,100,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#24,obada,5413,232,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#25,Yazan ~♡~,5393,274,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#26,MonkeyKing,5368,60,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#27,Georges HA,5339,16,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#28,wawi,5331,23,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#29,KING F~3™,5298,466,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#30,يوسف,5266,140,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#31,FADI,5258,148,Colíder;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#32,AMJAD,5244,60,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#33,Ghost Rider,5226,339,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#34,osama,5224,366,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#35,Abo Allaith,5207,92,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#36,amro,5205,518,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#37,The Genius,5130,88,Miembro;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#38,Chief Haid,5126,130,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#39,JaNo,5123,475,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#40,باسم,5100,88,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#41,FOUR,5095,339,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#42,waseem,5083,128,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#43,BR#15,5074,531,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#44,mezo,5061,126,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#45,fouad,5045,153,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#46,⚡ a.d.ok⚡,5038,100,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#47,fadi rime,5035,134,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#48,ÃBD ÁLHÀKEM,5016,577,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#49,Hani,4968,58,Veterano;
Wizard games TB,https://statsroyale.com/images/clanwars/16000002_magical.png,#50,flame,4803,440,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#1,☢️Game Over☢️,6610,0,Colíder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#2,Daddy Yankee,6157,88,Colíder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#3,Youssef,6148,0,Colíder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#4,Black Mamba,6135,128,Colíder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#5,Oltre,6007,0,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#6,ЯedHawk™⚡️,5983,0,Colíder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#7,Fede♤,5980,260,Colíder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#8,DISTRUTTORE,5819,74,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#9,Matte™,5739,20,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#10,blame,5713,58,Colíder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#11,Max Power,5674,214,Colíder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#12,Nova | King™,5667,38,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#13,andrea,5596,32,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#14,ciombe,5594,0,Miembro;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#15,Pastaio86,5580,138,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#16,Danix,5570,10,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#17,OMONOIA,5535,20,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#18,Zac™,5533,10,Líder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#19,Raiser,5532,30,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#20,IIHisokaII,5519,10,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#21,bombach,5493,66,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#22,Nico❤,5460,10,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#23,LGND,5457,30,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#24,WiNoNa1⃣3⃣,5452,88,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#25,PurpleRain,5452,48,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#26,simo,5438,78,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#27,Antonio,5435,30,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#28,chefpf,5417,90,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#29,EviL_XYZ,5416,96,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#30,tommy,5396,0,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#31,♧Alessio♧,5373,94,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#32,Rancore!,5363,108,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#33,༄༃༼iirFleX༽༃༄,5344,98,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#34,Jareth,5327,78,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#35,Tapiroalato1,5321,20,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#36,HERSINI,5311,48,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#37,Matteo,5304,80,Colíder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#38,PLP Joya★★★,5303,70,Colíder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#39,TearG,5302,50,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#40,Nemesis,5299,10,Colíder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#41,joel the best,5298,0,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#42,Chief Pat 2,5286,20,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#43,gil,5282,38,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#44,_LaTanaDelZa_,5268,0,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#45,hisoka,5262,98,Miembro;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#46,Tommaso,5231,10,Colíder;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#47,Icaro✌,5197,174,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#48,NEFASTO,5181,78,Veterano;
Veterans Élite™,https://statsroyale.com/images/clanwars/16000036_magical.png,#49,♠️eAtDoNk♠️,5177,110,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#1,Cris_Lyan¤,6600,190,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#2,MB CHILE,6467,40,Colíder;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#3,♧Mati Ramírez♤,6415,10,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#4,Jaime,6206,70,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#5,✌⚽Jose~Brayan⚽✌,6126,71,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#6,✌️Super MB✌️,5937,200,Colíder;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#7,Super Tuyita✌️,5877,220,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#8,Super OVI,5876,210,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#9,Danilo,5819,0,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#10,⚡️⚡️Flash⚡️⚡️,5673,194,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#11,KING CRISTIAN,5662,102,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#12,nicoooo,5650,44,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#13,superchelo 2.0,5636,232,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#14,SrAnibal,5590,172,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#15,lucas33,5588,0,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#16,Yuikonnu,5530,0,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#17,Brookens,5519,385,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#18,~《_Zhat_》~,5510,71,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#19,Adilson,5468,198,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#20,j0KZ,5452,20,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#21,Flaco980,5373,601,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#22,☠SlayeR☠,5358,0,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#23,MiL!,5328,578,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#24,reta,5316,1010,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#25,seba,5165,30,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#26,Kazuki,5153,278,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#27,Piniron,5141,598,Líder;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#28,Tio-vicho,5130,132,Veterano;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#29,Masamune-Kun,5124,52,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#30,Jackzonskt1,5118,730,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#31,☇SaiyajinMauro☇,5106,30,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#32,Mazeo,5104,769,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#33,*!Rey Arturo!*,5101,184,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#34,nanokush,5059,24,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#35,fvz,5053,348,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#36,Jơŋ ʑ,5035,344,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#37,Yanko TGC,5035,224,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#38,Papá™,5031,34,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#39,》☆Nova I Paúl☆《,5025,787,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#40,CallmeWiz,5007,118,Miembro;
Super Warrior’S,https://statsroyale.com/images/clanwars/16000029_magical.png,#41,Genchi,5003,233,Miembro;
